Key,English,French
PROPQUEST_REQUESTBOX_INC_020027,Hello adventurer... would you bring me $QUEST_END_ITEM_NAME$ from the Atrox? I want to build giant wings I can soar the skies with! Bring me all you can find...,Bonjour aventurier... pourriez-vous me rapporter $QUEST_END_ITEM_NAME$ des Artrox ? Je veux construire des ailes géantes pour m'envoler dans les cieux ! Apportez-moi tout ce que vous pouvez trouver...
PROPQUEST_REQUESTBOX_INC_020028,Tigars are known to have some of the strongest teeth in all of Madrigal. If you come across $QUEST_END_ITEM_NAME$ could you bring me a few? I'm crafting a giant dagger... it'll be HUGE!,"Les Taigas sont connus pour avoir les dents les plus solides de tout le Madrigal. Si vous trouvez des $QUEST_END_ITEM_NAME$, pourriez-vous m'en apporter quelques-unes ? Je suis en train de fabriquer une dague géante... elle sera ENORME !"
PROPQUEST_REQUESTBOX_INC_020029,The glass inside a Meral's $QUEST_END_ITEM_NAME$ can enhance a person's vision thrice their normal spotting distance. Collect me enough and I could build a telescope to peer halfway across the globe!,Le verre à l'intérieur d'un $QUEST_END_ITEM_NAME$ Merel peut améliorer la vision d'une personne en triplant sa distance d'observation normale. Rassemblez assez d'argent et je pourrai construire un télescope pour observer la moitié du globe !
PROPQUEST_REQUESTBOX_INC_020030,"All this inventing has me famished! Could you go get me some of the Kingster's $QUEST_END_ITEM_NAME$? We'll eat like kings! Don't worry, I'll share...","Tout ce travail d'invention me donne faim ! Pourriez-vous aller me chercher un peu de $QUEST_END_ITEM_NAME$ des Langoustroys ? Nous mangerons comme des rois ! Ne vous inquiétez pas, je partagerai..."
PROPQUEST_REQUESTBOX_INC_020031,"After all that seafood I couldn't eat another bite! For this next invention, I need $QUEST_END_ITEM_NAME$ from the large crabs called Creper. From their hard carapace I will craft the strongest of armors. I forsee a fate in which doning this armor will save Coral Island!","Je vais exploser après tous ces fruits de mer ! Pour ma prochaine invention, j'ai besoin de $QUEST_END_ITEM_NAME$ provenant des gros crabes appelés Pincedure. De leur carapace dure, je fabriquerai la plus solide des armures. J'imagine que cette armure sauvera l'Île Corail !"
PROPQUEST_REQUESTBOX_INC_020032,"The Naga are powerful warriors of the sea... their $QUEST_END_ITEM_NAME$ are said to hold magical powers that can be used to harness purple energy. I have a healthy fear of Purple Magic, but what doesn't kill you only makes you stronger.","Les Nagaros sont de puissantes guerrières des mers... leurs $QUEST_END_ITEM_NAME$ sont réputés détenir des pouvoirs magiques qui peuvent être utilisés pour exploiter l'énergie violette. J'ai une peur bleue de la magie pourpre, mais ce qui ne vous tue pas vous rend plus fort."
PROPQUEST_REQUESTBOX_INC_020033,The Dorian have risen from the seas around our island! Please defeat them and collect their $QUEST_END_ITEM_NAME$ as proof. My inventions can only hold them back for so long...,Les Dorians ont surgi des mers autour de notre île ! Battez-les et récupérez leurs $QUEST_END_ITEM_NAME$ comme preuve. Mes inventions ne peuvent pas les retenir plus longtemps.
PROPQUEST_REQUESTBOX_INC_020034,"The $QUEST_END_ITEM_NAME$ of the Okean must be mine! I know having their crown won't make me a king, but it will put me on the path of my dream. To be King of Coral Island!","La $QUEST_END_ITEM_NAME$ des Okean doit être la mienne ! Je sais que leur couronne ne fera pas de moi un roi, mais elle me mettra sur la voie de mon rêve. Être le roi de l'Île Corail !"
PROPQUEST_REQUESTBOX_INC_020035,"With the $QUEST_END_ITEM_NAME$ from the Kraken, I could finally write to all my friends across the oceans. There's never enough time to keep up with everyone...","Avec l'$QUEST_END_ITEM_NAME$ du Craken, j'ai enfin pu écrire à tous mes amis. On n'a jamais assez de temps pour prendre des nouvelles de tout le monde."
PROPQUEST_REQUESTBOX_INC_020036,You may find $QUEST_END_ITEM_NAME$ from any of the Atrox crawling around the island.,Vous pouvez trouver $QUEST_END_ITEM_NAME$ sur n'importe quel Artrox rampant autour de l'île.
PROPQUEST_REQUESTBOX_INC_020037,You may find $QUEST_END_ITEM_NAME$ from Tigars around the island.,Vous pouvez trouver $QUEST_END_ITEM_NAME$ sur des Taigas autour de l'île.
PROPQUEST_REQUESTBOX_INC_020038,You may find $QUEST_END_ITEM_NAME$ from the Meral patroling the beaches.,Vous trouverez peut-être des $QUEST_END_ITEM_NAME$ auprès des Merels qui patrouillent sur les plages.
PROPQUEST_REQUESTBOX_INC_020039,You may find delicious $QUEST_END_ITEM_NAME$ from Kingsters in shallow waters around the island.,Vous pouvez trouver de délicieux $QUEST_END_ITEM_NAME$ de Langoustroy dans les eaux peu profondes autour de l'île.
PROPQUEST_REQUESTBOX_INC_020040,You may find tough $QUEST_END_ITEM_NAME$ from Creper around the beach area.,Vous pouvez trouver des $QUEST_END_ITEM_NAME$ coriaces sur des Pincedures autour de la plage.
PROPQUEST_REQUESTBOX_INC_020041,You may find $QUEST_END_ITEM_NAME$ from Naga around Coral Island.,Vous pouvez trouver des $QUEST_END_ITEM_NAME$ de Nagaro autour de l'Île Corail.
PROPQUEST_REQUESTBOX_INC_020042,You may find $QUEST_END_ITEM_NAME$ left behind by Dorian around Coral Island.,Vous trouverez peut-être des $QUEST_END_ITEM_NAME$ laissés par Dorian sur l'Île Corail.
PROPQUEST_REQUESTBOX_INC_020043,"You may find magnificient $QUEST_END_ITEM_NAME$ from Okean, deep in the waters of Coral Island's seas.","Vous pouvez trouver de magnifiques $QUEST_END_ITEM_NAME$ d'Okéans, au plus profond des eaux de l'Île Corail."
PROPQUEST_REQUESTBOX_INC_020044,You may find $QUEST_END_ITEM_NAME$ inside the bellies of the deep-sea Kraken.,Vous pouvez trouver des $QUEST_END_ITEM_NAME$ dans le ventre du Craken des profondeurs.
PROPQUEST_REQUESTBOX_INC_020045,"Please, don't make me go collect $QUEST_END_ITEM_NAME$ all on my own... I'm too busy dreaming up new inventions!","S'il vous plaît, ne m'obligez pas à collecter des $QUEST_END_ITEM_NAME$ tout seul. Je suis trop occupé à rêver de nouvelles inventions !"
PROPQUEST_REQUESTBOX_INC_020046,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be soaring the skies with ease. See you at the Rainbow Race!","Merci d'avoir collecté tous ces $QUEST_END_ITEM_NAME$, aventurier ! Bientôt, je m'élèverai dans le ciel avec aisance. Rendez-vous à la course de l'arc-en-ciel !"
PROPQUEST_REQUESTBOX_INC_020047,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have the biggest dagger in Madrigal. Hehehe, catch me showing off to the Demians!","Merci d'avoir collecté tous ces $QUEST_END_ITEM_NAME$, aventurier ! Bientôt, j'aurai la plus grande dague de Madrigal. Héhé, je vais me montrer aux Démians !"
PROPQUEST_REQUESTBOX_INC_020048,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be able to see the sights without ever leaving my home!","Merci d'avoir collecté tous ces $QUEST_END_ITEM_NAME$, aventurier ! Bientôt, je pourrai visiter les sites touristiques sans jamais quitter ma maison !"
PROPQUEST_REQUESTBOX_INC_020049,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! We're going to be so full! Eat up, it's time to feast!","Merci d'avoir collecté tous ces $QUEST_END_ITEM_NAME$, aventurier ! Nous allons être rassasiés ! Mangez, c'est l'heure du festin !"
PROPQUEST_REQUESTBOX_INC_020050,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have armor enough to defend Coral Island against all evil!","Merci d'avoir collecté tous ces $QUEST_END_ITEM_NAME$, aventurier ! Bientôt, j'aurai une armure suffisante pour défendre l'Île Corail contre tous les démons !"
PROPQUEST_REQUESTBOX_INC_020051,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll know more about this Purple Magic... Perhaps one day enough to stop its evil from taking over Coral Island.","Merci d'avoir collecté tous ces $QUEST_END_ITEM_NAME$, aventurier ! Bientôt, j'en saurai plus sur cette Magie Pourpre. Peut-être qu'un jour, j'en saurai assez pour empêcher le mal de s'emparer de l'Île Corail."
PROPQUEST_REQUESTBOX_INC_020052,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Those fishy creatures have a strange power that makes them age slower than others. Perhaps studying their teeth can give us insight to the Dorian's special powers.","Merci d'avoir collecté tous ces $QUEST_END_ITEM_NAME$, aventurier ! Ces créatures poissonneuses ont un pouvoir étrange qui les fait vieillir moins vite que les autres. L'étude de leurs dents nous permettra peut-être de mieux comprendre les pouvoirs spéciaux des Dorians."
PROPQUEST_REQUESTBOX_INC_020053,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! It's just a dream... but I hope to one day greet you again as King of Coral Island.","Merci d'avoir collecté tous ces $QUEST_END_ITEM_NAME$, aventurier ! Ce n'est qu'un rêve... mais j'espère pouvoir un jour vous saluer à nouveau en tant que Roi de l'Île Corail."
PROPQUEST_REQUESTBOX_INC_020054,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! I've decided to write these letters and deliver them myself. Thank you for everything... I hope to see you again one day!","Merci d'avoir collecté tous ces $QUEST_END_ITEM_NAME$, aventurier ! J'ai décidé d'écrire ces lettres et de les remettre moi-même. Merci pour tout... J'espère vous revoir un jour !"
PROPQUEST_REQUESTBOX_INC_020055,That isn't nearly enough $QUEST_END_ITEM_NAME$ for me to build one of my grand inventions... come back with more!,C'est loin d'être assez de $QUEST_END_ITEM_NAME$ pour que je construise l'une de mes grandes inventions... revenez avec plus !
PROPQUEST_REQUESTBOX_INC_020056,$QUEST_END_NPC_NAME$ cackles with glee! Soon their inventions will become a reality.,"$QUEST_END_NPC_NAME$ se réjouit ! Bientôt, leurs inventions deviendront réalité."
PROPQUEST_REQUESTBOX_INC_020057,The Skulls of the Hundur Sharpfoot,Les Crânes des Lawolf des Plaines
PROPQUEST_REQUESTBOX_INC_020058,"The Hundur Sharpfoot gather near Kaillun’s borders, and their skulls bear strange markings. The Muran need them to decipher the secrets behind their rituals.","Les Lawolf des Plaines se rassemblent près des frontières de Kaillun, et leurs crânes portent des marques étranges. Les Muran en ont besoin pour déchiffrer les secrets de leurs rituels."
PROPQUEST_REQUESTBOX_INC_020059,Excellent! The Muran are counting on you. Go gather 325 $QUEST_END_ITEM_NAME$ and return once you have enough. You can find them on the Hundur Sharpfoot.,Excellent ! Les Muran comptent sur vous. Allez rassembler 325 $QUEST_END_ITEM_NAME$ et revenez une fois que vous en aurez assez. Vous pouvez les trouver sur les Lawolf des Plaines.
PROPQUEST_REQUESTBOX_INC_020060,I see… but these creatures are growing more aggressive. Come back if you change your mind.,Je vois… mais ces créatures deviennent de plus en plus agressives. Revenez si vous changez d’avis.
PROPQUEST_REQUESTBOX_INC_020061,"You haven't gathered enough skulls yet… Keep going, each specimen is important to us.","Vous n’avez pas encore rassemblé assez de crânes… Continuez, chaque spécimen est important pour nous."
PROPQUEST_REQUESTBOX_INC_020062,Perfect! These skulls will be of great use to us. Kaillun thanks you for your determination.,Parfait ! Ces crânes nous seront très utiles. Kaillun vous remercie pour votre détermination.
PROPQUEST_REQUESTBOX_INC_020063,The Skulls of the Samoset,Les Crânes des Sentinelles Lycan
PROPQUEST_REQUESTBOX_INC_020064,The Samoset spirits have grown increasingly aggressive in the plains. The sages of Kaillun seek their skulls to understand the source of their unusual unrest.,Les esprits des Sentinelles Lycan deviennent de plus en plus agressifs dans les plaines. Les sages de Kaillun recherchent leurs crânes pour comprendre la source de leur agitation inhabituelle.
PROPQUEST_REQUESTBOX_INC_020065,Thank you! The Samoset spirits are becoming unstable. Bring back 325 $QUEST_END_ITEM_NAME$ from the Samoset so we can analyze their unrest.,Merci ! Les esprits des Sentinelles Lycan deviennent instables. Ramenez 325 $QUEST_END_ITEM_NAME$ des Sentinelles Lycan afin que nous puissions analyser leur agitation.
PROPQUEST_REQUESTBOX_INC_020066,Very well… but their unrest intensifies each day. Return if you change your mind.,Très bien… mais leur agitation s’intensifie chaque jour. Revenez si vous changez d’avis.
PROPQUEST_REQUESTBOX_INC_020067,"You still don't have enough… Keep going, we must understand what's disturbing them.","Vous n’en avez toujours pas assez… Continuez, nous devons comprendre ce qui les perturbe."
PROPQUEST_REQUESTBOX_INC_020068,Perfect! These skulls will help us uncover the truth. Thank you for your help.,Parfait ! Ces crânes nous aideront à découvrir la vérité. Merci pour votre aide.
PROPQUEST_REQUESTBOX_INC_020069,The Claws of the Kyouchish,Les Griffes des Gardes Lycan
PROPQUEST_REQUESTBOX_INC_020070,The Kyouchish have been injuring many Muran scouts with their corrosive strikes. Their claws are needed to craft a protective remedy.,Les Gardes Lycan ont blessé de nombreux éclaireurs Muran avec leurs attaques corrosives. Leurs griffes sont nécessaires pour fabriquer un remède protecteur.
PROPQUEST_REQUESTBOX_INC_020071,Good! Their claws are poisoning our scouts. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kyouchish.,Bien ! Leurs griffes empoisonnent nos éclaireurs. Ramenez 325 $QUEST_END_ITEM_NAME$ des Gardes Lycan.
PROPQUEST_REQUESTBOX_INC_020072,I understand… but we're running out of remedies. Return if you wish to help.,Je comprends… mais nous manquons de remèdes. Revenez si vous souhaitez aider.
PROPQUEST_REQUESTBOX_INC_020073,"You're still missing some. The Kyouchish are dangerous, stay careful.","Il vous en manque encore. Les Gardes Lycan sont dangereux, soyez prudent."
PROPQUEST_REQUESTBOX_INC_020074,"Excellent! With these claws, our healers can prepare a proper antidote.","Excellent ! Avec ces griffes, nos guérisseurs pourront préparer un antidote efficace."
PROPQUEST_REQUESTBOX_INC_020075,The Kanonicus Antidote,L’Antidote des Archers Lycan
PROPQUEST_REQUESTBOX_INC_020076,The Kanonicus carry a natural antidote within their dorsal glands. Kaillun urgently needs it to heal warriors poisoned by the Lycans.,Les Archers Lycan possèdent un antidote naturel dans leurs glandes dorsales. Kaillun en a un besoin urgent pour soigner les guerriers empoisonnés par les Lycanthes.
PROPQUEST_REQUESTBOX_INC_020077,Thank you! Their natural antidote is vital for our wounded soldiers. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kanonicus.,Merci ! Leur antidote naturel est vital pour nos soldats blessés. Ramenez 325 $QUEST_END_ITEM_NAME$ des Archers Lycan.
PROPQUEST_REQUESTBOX_INC_020078,A shame… several warriors are still waiting to be treated.,Quel dommage… plusieurs guerriers attendent encore d’être soignés.
PROPQUEST_REQUESTBOX_INC_020079,"You don’t have enough yet. Hurry, every drop counts.","Vous n’en avez pas encore assez. Dépêchez-vous, chaque goutte compte."
PROPQUEST_REQUESTBOX_INC_020080,"Perfect! Thanks to you, we can finally treat our wounded.","Parfait ! Grâce à vous, nous pouvons enfin soigner nos blessés."
PROPQUEST_REQUESTBOX_INC_020081,The Magic Skulls of the Redcloud,Les Crânes Magiques des Magiciens Lycan
PROPQUEST_REQUESTBOX_INC_020082,The Redcloud generate a mysterious energy within their skulls. Muran shamans want to study this magic to reinforce the city's protective wards.,Les Magiciens Lycan génèrent une énergie mystérieuse dans leurs crânes. Les chamans Muran veulent étudier cette magie pour renforcer les protections de la ville.
PROPQUEST_REQUESTBOX_INC_020083,Very well! Their skulls contain a mysterious energy. We must study it. Bring back 325 $QUEST_END_ITEM_NAME$ from the Redcloud.,Très bien ! Leurs crânes contiennent une énergie mystérieuse. Nous devons l’étudier. Ramenez 325 $QUEST_END_ITEM_NAME$ des Magiciens Lycan.
PROPQUEST_REQUESTBOX_INC_020084,Alright… but this magic could strengthen our defenses.,D’accord… mais cette magie pourrait renforcer nos défenses.
PROPQUEST_REQUESTBOX_INC_020085,You don’t have enough energy-charged skulls yet. Keep going!,Vous n’avez pas encore assez de crânes chargés d’énergie. Continuez !
PROPQUEST_REQUESTBOX_INC_020086,Excellent work! These skulls are a true source of power.,Excellent travail ! Ces crânes sont une véritable source de puissance.
PROPQUEST_REQUESTBOX_INC_020087,The Devil’s Teeth,Les Dents du Diable
PROPQUEST_REQUESTBOX_INC_020088,A strange corruption spreads through Kaillun as Devil Spirits multiply. Their teeth contain a demonic essence the sages wish to seal away.,Une étrange corruption se répand à Kaillun alors que les Guerriers Lycan se multiplient. Leurs dents contiennent une essence démoniaque que les sages souhaitent sceller.
PROPQUEST_REQUESTBOX_INC_020089,Be brave! The Devil Spirits are growing in number. Their teeth must be sealed. Bring back 325 $QUEST_END_ITEM_NAME$ from the Devil Spirits.,Soyez courageux ! Les Guerriers Lycan augmentent en nombre. Leurs dents doivent être scellées. Ramenez 325 $QUEST_END_ITEM_NAME$ des Guerriers Lycan.
PROPQUEST_REQUESTBOX_INC_020090,I understand… but their influence spreads further each night. Return carefully.,Je comprends… mais leur influence se répand davantage chaque nuit. Revenez avec prudence.
PROPQUEST_REQUESTBOX_INC_020091,Not enough teeth to contain the demonic energy yet. Keep gathering.,Pas encore assez de dents pour contenir l’énergie démoniaque. Continuez à les rassembler.
PROPQUEST_REQUESTBOX_INC_020092,Very good! These teeth will be purified and neutralized. You’ve done us a great service.,Très bien ! Ces dents seront purifiées et neutralisées. Vous nous avez rendu un grand service.
PROPQUEST_REQUESTBOX_INC_020093,The Bloodstained Fangs of the Hellhound,Les Crocs Sanglants des Lawolfs de l'Enfer
PROPQUEST_REQUESTBOX_INC_020094,"Hellhounds roam dangerously close to Kaillun, and their bloodied fangs leave lingering wounds. The Muran need them to forge weapons capable of driving these beasts back.","Les Lawolfs de l'Enfer rôdent dangereusement près de Kaillun, et leurs crocs ensanglantés laissent des blessures persistantes. Les Muran en ont besoin pour forger des armes capables de repousser ces bêtes."
PROPQUEST_REQUESTBOX_INC_020095,Perfect! Their blood-soaked fangs are deadly. Bring back 325 $QUEST_END_ITEM_NAME$ from the Hellhounds to us for forging.,Parfait ! Leurs crocs trempés de sang sont mortels. Ramenez 325 $QUEST_END_ITEM_NAME$ des Lawolfs de l'Enfer pour la forge.
PROPQUEST_REQUESTBOX_INC_020096,Very well… but the Hellhounds still lurk around Kaillun.,Très bien… mais les Lawolfs de l'Enfer rôdent encore autour de Kaillun.
PROPQUEST_REQUESTBOX_INC_020097,You don’t have enough. Their fangs are essential to forge weapons that can repel them.,Vous n’en avez pas assez. Leurs crocs sont essentiels pour forger des armes capables de les repousser.
PROPQUEST_REQUESTBOX_INC_020098,"Excellent work! Thanks to you, we can forge weapons worthy of the finest Muran warriors.","Excellent travail ! Grâce à vous, nous pouvons forger des armes dignes des meilleurs guerriers Muran."
PROPQUEST_REQUESTBOX_INC_020099,$QUEST_END_NPC_NAME$ thanks you from the bottom of his heart! Glory to the Murans!,$QUEST_END_NPC_NAME$ vous remercie de tout cœur ! Gloire aux Murans !
